index,u,v
2,0.376423,0.412551
3,0.432862,0.405936
4,0.499077,0.398390
5,0.565281,0.405994
6,0.621936,0.412367
10,0.375883,0.499219
11,0.432381,0.499136
12,0.499219,0.499219
13,0.565985,0.499380
14,0.622396,0.499095
18,0.376331,0.585995
19,0.433034,0.592808
20,0.499077,0.600047
21,0.565403,0.592808
22,0.622002,0.586238
