index,u,v
2,0.390993,0.416406
3,0.415039,0.408711
4,0.445312,0.399664
5,0.535937,0.403569
6,0.618895,0.407755
10,0.390285,0.499072
11,0.414583,0.499219
12,0.445312,0.499512
13,0.535798,0.499293
14,0.619531,0.499219
18,0.390993,0.582031
19,0.415214,0.589679
20,0.445312,0.598774
21,0.535882,0.595024
22,0.618960,0.590835
